Text,Label
"Assume the mean height of soldiers to be 68.22 inches with a variance of 10.8 inches square. How many soldiers in a regiment of 10,000 would you expect to be over 6 feet? Assume area (0 < z < 1.15) = 0.3749 where z is the standard normal variate.",Applying
What are various types of Cast Iron?,Remembering
What is register renaming?,Remembering
Explain FOUR (4) factors in the Globalization of Financial Markets.,Understanding
Explain in detail Ruling process.,Remembering
"What are different types of curves, explain any one with sketch .",Remembering
Define formwork.,Remembering
Write a short note on Ocean thermal energy conversion.,Remembering
Write a short note on IC LM 317.,Remembering
Explain with neat sketch the Peak and Residual shear strengths of soils.,Understanding
Calculate the coefficient of correlation from the following data.,Applying
Explain photolysis of water molecules using coordination catalysis.,Analysing
"With the aid of a diagram, explain LOCOS. ",Understanding
Find the Shear Force Diagram and Bending Moment diagram for beam in figure below.,Applying
Implement Priority queue using linked representation and mention the time complexity of operations.,Applying
Define the following terms w.r.t PLL.,Remembering
A Pelton wheel is to be designed for the following specifications.,Applying
Explain necessity of nitrogeneous fertilizers produced from Ammonia.,Analysing
Explain Welding Inspection briefly.,Remembering
Explain Dequeue with the insert and delete operations performed on it.,Remembering
What do you mean by excitation table of flip flop?,Remembering
Why 3 phase induction is also called as generalised transformer?,Remembering
With the necessary diagrams explain entering and leaving V86 mode?,Remembering
Explain the functions of LCD pins and draw the interfacing diagram of LCD with Arduino board.,Understanding
Explain Producer and consumer problem in Classical Synchronization.,Remembering
What is the Importance of Good Communication Skills?,Remembering
Show that the Fermi-Dirac function is a step function at T = 0 K.,Applying
Evaluate ()C34 21zdzzz+ +ï²ï  where c is the circle 1z=.,Applying
The total load of the power system is not constant but varies thoughout the day and reaches a different peak value from one day to another.,Remembering
Write an algorithm to evaluate postfix expression.,Remembering
Consider following Database.,Applying
An oil of specific gravity 0.,Applying
Calculate the market demand and market supply in table form.,Applying
With  suitable program segments describe the usage of âSuperâ Keyword,Remembering
Explain the disadvantages of polynomial representation using an array.,Understanding
Discuss the advantages of FinFETS over planar MOSFETs.,Understanding
Determine the type of MOSFET.,Applying
What do you mean by Totem Pole output?,Remembering
What is the difference between dielectric material and insulating material?,Analysing
Explain the strong acid strong base titration with the help of titration curve and indicators.,Analysing
Consider the following processes where arrisal and barst time are as given below. Calculate the average waiting time and average turn aroundtime if the processes are scheduled using FCFS.,Applying
Differentiate between Orthographic Projection and Isometric Projection.,Analysing
Define with units,Remembering
What is IT infrastructure and what are the stages and drivers of IT infrastructure evolution?,Remembering
Explain sequence of events that occur in Fetch cycle symbolically with diagram at each stage.,Analysing
Explain any two types of Speed Control methods of 3 phase Induction Motor.,Remembering
Describe the major Design Rules of RISC philosophy?,Remembering
What is semaphore?,Remembering
Design constant K-low pass filter to have a cut-off frequency of 796 Hz when terminated in a 600 ï resistance in both the T and Ï configurations.,Applying
Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation.,Analysing
What is fractal?,Remembering
Write pseudo-micro-steps for the following operations. Register transfer and fetching a word from memory.,Remembering
What is an ASM Chart?,Remembering
Write an algorithm for evaluating  a postfix expressioin using stack.,Understanding
Outline how storage buffers may be deployed in automated production lines.,Remembering
Derive the expression for rise in pressure in the impeller of a centrifugal pump.,Analysing
Write a program in C language to copy the contents of Port 2 to Port 1.,Applying
What is steel?,Remembering
Two different soils were obtained during sampling and the distance between the two sites were only 100 meters apart. Discuss TWO soil forming factors which are most likely to explain the differences.,Understanding
Draw and explain programmers model of ARM processor.,Remembering
What are the different algorithms and techniques used in managing cache memory.,Remembering
Comment on Unconfined Compression test is special case of Triaxial Compression test.,Analysing
Derive the relegation ship between Springs in Series and Parallel.,Analysing
Find minimum spanning tree for the following graph using Prim âs Algorithm.,Applying
Draw the circuit diagram of three OP-AMP instrumentation amplifier and write its output equation.,Remembering
Determine capacitance per phase per km of three phase transmission line when conductors are arranged in horizontal plane and 4 meter apart.,Applying
Explain rotation about an arbitrary axis in 3D.,Applying
Draw the energy band diagram of an intrinsic Si and label the band gap energy.,Understanding
Explain significance of any three dimensionless numbers used in various modes of heat transfer for thermal analysis.,Remembering
Which are different file organization techniques?,Remembering
A 75 mm diameter solid shaft is supported on end bearing 4 m apart.,Applying
State 3 advantages and 3 disadvantages of LVDT.,Understanding
Differentiate between Terrestrial photogrammetry and Aerial photogrammetry?,Remembering
What is Heat affected Zone?,Remembering
Define Bank Capital and elaborate the functions of Bank Capital.,Understanding
In two independent samples of size 8 and 10 the sum of squares deviations of the values form the respective sample means were 84.,Applying
Design a Francis turbine runner with the following data.,Applying
Classify different types of ADC and explain iwth diagram dual scope ADC.,Remembering
Explain in details IEEE Standards for Representing floating point Numbers in following formats.,Understanding
Briefly describe how riparian forests help in  reducing nitrate contamination in rivers reducing nitrate and streams.,Understanding
Distinguish between 'periodic inspection' and 'continuous inspection'.,Analysing
With the help of block diagram explain Power measurement using 8051.,Remembering
Define soil horizon and relate it with soil profile.,Understanding
The following system of equations was generated by applying mesh current law to the circuit.,Applying
Write a short note on V to I converter with grounded type load.,Understanding
A series of five one day matches is to be played between India and Sri Lanka.,Applying
Discuss FIVE (5) main differences between aims and learning outcomes.,Understanding
Compute closure of the following set F of FD for relational schema.,Applying
In a normal distribution 31% of the items are under 45 and 8% are above 64. Find the mean and standard deviation of the distribution. Take Area (0 < z <1.4) = 0.42 and Area (0 < z < 0.5) = 0.19 where z is the standard normal variate.,Applying
Show that for a steady laminar flow through a circular pipe mean velocity of flow occurs at radial distance of 0.,Analysing
A bank maintains two kinds of accounts for customers.,Applying
State the significance of âScoreâ in the BlastX alignment.,Understanding
Explain the terms enantiomers and diastereomers giving examples.,Understanding
How will you test transformer oil?,Applying
Discuss the significance of human genome project.,Understanding
Explain the following Signals.,Understanding
Discuss effect of alloying elements on steel?,Remembering
What is make utility?,Remembering
Give difference between Hardwired Control Vs Microprogrammed Control.,Analysing
Explain scrambling and unscrambling with diagram in detail.,Remembering
"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer. ",Evaluating
Enlist continuous control modes used in process control system and explain PI and PD control modes with suitable example.,Understanding
Determine the plastic moment at collapse for the continuous beam ABCD loaded with ultimate load as shown in figure with contant Mp.,Analysing
Differentiate friend function with normal function of the class.,Remembering
Which is operator overloading?,Remembering
Explain working of TOD meter with a suitable diagram.,Understanding
Determine collapse load for the beam shown in figure 9 with variable moment or resistance.,Applying
What is call gate?,Remembering
A job is subdivided into five elements.,Applying
Describe the process to carry out work sampling study.,Remembering
With neat sketch explain the HGL and TEL.,Remembering
Write an explanatory note on rotary drum filter.,Analysing
Explain LRU page replacement algorithm in detail.,Remembering
Explain the condition of Reciprocity & Symmetry by giving Example.,Remembering
Explain the anti-advertising consumer organizations culture.,Understanding
"Given the table of square roots, calculate the value of 155 by Newton's backward difference formula.",Applying
State and explain terminology for spur gear with neat sketch.,Remembering
Draw and explain the interfacing of the Accelerometer with Arduino ATmega 328P.,Remembering
Evaluate your sketch with ADDIE's model procedure.,Evaluating
Write a short note on Bearing Materials.,Understanding
Derive torque equation of DC motor?,Analysing
Design a cast iron protective type flange coupling to transmit 15 kW at 900 RPM from an electric motor to a compressor.,Applying
What is dynamic data structure?,Remembering
Write a short note on Geothermal energy.,Remembering
Write Note on Copper and its Alloy.,Remembering
Explain the process of municipal solid waste to energy conversion with diagram.,Understanding
"Using stoke's theorem, evaluate",Applying
Compare superscalar and super pipelined approaches.,Analysing
Elaborate the Postfix evaluation algorithm stepwise.,Remembering
How to perform loading and unloading of parts in machining operations using robots.,Remembering
Explain Linked List class with an example.,Applying
A fluid of viscosity 8 poise and specific gravity 1.2 is flowing through a circular pipe of diameter 100 mm. The maximum shear stress at the pipewall is 211 N/m 2. Find:,Applying
Solve the heat equation.,Applying
State the properties and applications of -,Remembering
Derive the expression for attenuation constant and Phase shift of proto type constant K high pass filter.,Analysing
Implement CMOS NAND Gate using pMOS and nMOS gates.,Remembering
Differentiate between electroosmosis and electrophoretic mobility of solutes in capillary electroosmosis.,Analysing
Explain the working principle of practical differentiator circuit with neat circuit diagram and derivation of output equation.,Understanding
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers.,Creating
In a wide rectangular channel of 100 m wide and 3 m deep has an average bed slope of 0.,Applying
Explain difference between squirrel cage induction motor and slip ring induction motor.,Remembering
Draw the block diagram of op-amp and explain in detail.,Remembering
What is B tree?,Remembering
Writes a short note on edge preparation in welding.,Understanding
Explain theory of indicators and also explain a difference of 2 PH is required for colour change.,Analysing
"Explain the definition of a ârobust modelâ. Specifically, if a manager exclaimed âThe calculated EOQ is wrong because the actual demand is 10% greater than estimatedâ, justify your response. ",Evaluating
Explain resource smoothing and leveling.,Remembering
What is vulcanization?,Remembering
Define durability of concrete.,Remembering
Draw and explain block diagram of memory devices.,Remembering
"Define graphic design, product design and environmental design. Provide ONE (1) example for each. ",Understanding
Draw circuit diagram of inverting Schmitt trigger and plot hysteresis and explain in short.,Understanding
Describe the procedure for Vane Shear Test.,Remembering
Explain the importance of using initial velocity to study enzymatic catalysis.,Understanding
What is the need of calibration? Explain one method of calibration of energy meter.,Remembering
Draw and discuss the dead weight tester with diagram.,Understanding
Briefly explain why coating a nanoparticle or surface with a polyelectrolyte (polymer with ionizable groups) is favourable.,Understanding
"Find the work done in moving a particle once around the ellipse 22 1, 025 16xyzï«ï½ï½  under the field of force given by 2(2 ) ( ) (3 2 4 ) .Fx y z i x y z jx y z kï½ï­ ï«ï« ï« ï­ ï«ï­ ï«",Applying
Explain error handling during file operations.,Remembering
Describe the components in the Mechanical and electrical System used in buildings.,Understanding
The price of good is one of the internal factors of determinants of demands and it also depends on the cost of production. Describe the TWO (2) types of production cost with examples.,Understanding
Describe Circumstances under which you would choose to use Embedded SQL than normal SQL or only a general purposeprogramming Language.,Analysing
Explain in brief sulfation of fatty alcohols and sulfonates.,Analysing
What are the salient features of Green building?,Remembering
The open loop transfer function of a unity feedback control system is given by.,Remembering
Explain 4P's of marketing.,Understanding
Discuss PWM generation and detection in detail.,Remembering
Obtain y-parameters of two port network for the given network in the fig.7.,Applying
The width of belts is 15 cm and maximum tension per cm width is not to be exceeded 140 N.,Applying
Explain and compare diffuse and specular reflection.,Applying
State two differences between a JFET and a BJT.,Understanding
Explain the physical meaning of transconductance.,Understanding
The crank of IC.,Analysing
Check whether given schedule is view serializable.,Applying
Describe THREE factors that affect soil aeration.,Understanding
List out the Java features.,Remembering
"Describe the common structural features of phosphatidylserine, phosphatidylethanolamine, phosphatidylcholine and phosphatidylinositol. State their general function(s). ",Understanding
Differentiate between light compaction test and heavy compaction test.,Analysing
Describe any two software size estimation techniques.,Remembering
A circular bar 50 mm diameter carries an axial tensile load of 200kN.,Applying
What are the limitations of nanomaterials?,Remembering
What is retained austenite?,Remembering
Derive the condition for maximum starting torque of 3 phase induction motors with usual notations.,Analysing
Explain Java history in detail.,Understanding
What are materials used additive manufacturing?,Remembering
Write short notes on .,Understanding
Comment on the importance of comparative genomics research.,Evaluating
Explain the different types of ADCs.,Remembering
Explain different types of constrained motion with neat sketch.,Understanding
Classify solid insulating materials according to the temperature ranges. Hence write properties and applications of any two materials from ClassA type.,Remembering
"Consider the following page reference string A,B,C,D,A,B,E,A,B,C,D,E. Calculate page fault with FIFO page replacement algorithm when framesize is 4.",Applying
Name the TWO ways of how molecules bonded to surface. Provide a brief description on the modes of adsorption.,Understanding
Explain the following terms with its type.,Remembering
Draw the energy band diagram of the pn junction.,Understanding
Explain basic concept of A VL tree.,Remembering
Define is inheritance.,Applying
Develop relation between âZâ parameter and transmission parameter .,Analysing
Explain in brief test driven development.,Analysing
Discuss Individualism vs. Collectivism in Hofstede's Dimensions of Culture.,Understanding
Explain the classification of Alloy Steel with respect to the relation with carbon.,Remembering
Compare BCNF and 3NF.,Analysing
Define String in Java.,Remembering
"A 1:15 model of a flying boat is towed though water. The prototype is moving in seawater of density 1025kg/m3 at velocity of 21 m/s. Find the corresponding speed of the model. Also, determine the resistance due towaves on model if the resistance due to waves of the prototype is 610N.",Applying
Explain pulse code modulation and write Differentiate between pulse analog modulation and pulse digital modulation.,Understanding
Explain in detail about seperate and independant compilation.,Understanding
Apply Gauss Elimination Method to solve the following set of equations.,Applying
Describe the challenges in global advertising.,Remembering
Find the initial and final value of the given function.,Analysing
Define polymorphism?,Remembering
Draw neat sketch wet sump lubrication system.,Remembering
Melting temperature (Tm) is an important criteria to consider when designing primers for PCR amplification. Comment.,Evaluating
What is Microprogram sequencing? Differentiate between Hardwired control and Microprogrammed control.,Remembering
Derive the expression for setting out of curve by offset from long chord method.,Analysing
Explain the various methods of speed control of Dc series motor?,Remembering
What is laminar sub layer and explain its utility in classification pipe boundary?,Remembering
Explore memory management in the Virtual 8086 Mode.,Remembering
What are the Components of pneumatic and hydraulic systems?,Remembering
Calculate minimum specific energy and maximum discharge corresponding to specific energy of 1.,Applying
Differentiate between trait and phenotype.,Analysing
"Oxygen is effectively transported by hemoglobin, regulated by some allosteric effectors in human blood. Name these allosteric effectors and discuss how their presence increases effective delivery of oxygen to tissues.",Understanding
Explain a binary tree. Name and explain with suitable example the following terms:,Remembering
Describe material gathering process.,Remembering
Differentiate PAL and PLA.,Analysing
Draw Iron carbon equilibrium diagram.,Remembering
Explain ultrasonic method for level measurement with a neat diagram.,Remembering
Explain in brief mechanisms of pyrolysis and cracking.,Analysing
A 250 V DC Shunt motor takes a current of 6 Ampere and runs at 1200 rpm. The armature resistance is 0.05 Ohm and shunt filed resistance is250 Ohm. Determine the speed of motor when it is loaded and taking acurrent of 31 Ampere.,Applying
List different configuration of differential amplifier and explain dual input dual output in details?,Remembering
A dice is thrown 10 times.,Applying
Define schemas.,Remembering
Explain in detail block diagram of electrical drives.,Remembering
What is interpolation?,Remembering
Write short note on Permanent Magnet Stepper Motor.,Understanding
Give the sulphonating agents and mechanism involve in sulfonation of benzene.,Remembering
Explain briefly 'designer' and 'professional designer'.,Understanding
Derive an expression for armature torque developed in a DC motor.,Analysing
Explain in detail with Diagram.,Analysing
"For on 10 bit successive approximation type A/D converter driven by a 2MHz clock, find the conversion time?",Applying
What are the properties of a typical cancer cell?,Remembering
Sleep is a local phenomenon. Explain how this is possible. Provide TWO (2) examples to illustrate this.,Understanding
Explain any two types of resistive transducers.,Understanding
Distinguish singly linked list and doubly linked list.,Remembering
Explain various features of the 8051 Microcontroller.,Remembering
Draw and explain Ring Counter.,Remembering
"Distinguish between Ideal sampling, Natural sampling and Flat-Top sampling.",Remembering
Find the Laplace transform of given network given f (t).,Applying
Calculate the balance of trade when the economy is at equilibrium.,Applying
"Calculate the total cost per year, including the cost of the lights. ",Applying
Define problem solving processes.,Remembering
"Annealing is a thermal process typically performed after ion implantation. With the aid of diagrams, briefly discuss the purpose of this process. ",Understanding
State different uses of contour maps?,Remembering
Briefly explain THREE (3) main sources of banks earnings.,Understanding
Explain with neat diagram the register weighted and R-2R DAC?,Remembering
Describe properties and applications of Constantan and Brass.,Remembering
Enlist different ceramic materials used in building construction.,Remembering
Discuss with an example what is forward reference problem.,Remembering
State the Dirichlet conditions for the existence of Fourier Series.,Understanding
State two features each of LAP winding and WA VE winding for DC machine.,Remembering
Find the Trignometric Fourier Series for the periodic bidirectional symmetric square waveform below.,Applying
Prepare a time-phased product structure.,Applying
A cylindrical riser must be designed for a sand casting mould.,Applying
State the advantages of no tillage.,Remembering
Two large parallel plates with emissivities 0.,Applying
Explain any FOUR (4) product design strategies that could help company to reduce cost.,Understanding
"Based on the aspartate protease mechanism, explain the concept of using ""Crixivan"" to treat HIV patients. ",Understanding
Mention the ingredients of cathode and anode for following batteries.,Remembering
Explain with example K dimensional tree.,Analysing
Two identical soil specimens were tested in a triaxial apparatus. First specimen was failed at a deviator stress of 700 kN/m2 when the cell pressure was 200 kN/m2. Second specimen was failed at a deviator stress of 1300 kN/m2 when the cell pressure was 400 kN/m2. Determine cohesion of soil and angle of internal friction of soil analytically.,Applying
Describe the industrial application of enzymes in beer production.,Understanding
Explain in brief the Characteristics of memory systems.,Remembering
Explain the operation of Dual Slope ADC.,Remembering
Explain implementation of process and threads in Linux.,Remembering
Distinguish between Brushless D.,Analysing
What are the effects of the following factors on SN1 and SN2 reactions?,Analysing
Explain need of operator overloading.,Analysing
What are the innovation challenges in design thinking.,Analysing
Discuss the properties of line codes.,Remembering
Explain the designation of coated electrode.,Remembering
Find the quartile deviation and coefficient of quartile deviation of the following frequency distribution.,Applying
Draw and explain frequency response of high pass filter.,Remembering
Explain the interrupt structure of PIC18 microcontroller along with IVT.,Analysing
Draw the circuit diagram & explain the speed control of DC shunt motor by armature voltage control also draw the nature of graph (Armaturevoltage Vs. speed).,Remembering
Show that vector field,Analysing
Discuss SIX (6) considerations before choosing the foundation type.,Understanding
Write a note on effort estimation and scheduling.,Remembering
The furnace wall consists of 120 mm wide refractory brick and 120 mm wide insulating fire brick separated by an air gap.,Applying
"âThe efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement. ",Evaluating
What is Age Hardening?,Remembering
Discuss THREE (3) consequences of technology on organizational communication. Provide ONE (1) relevant example for each answer.,Understanding
What are turbines?,Remembering
Find the first four moments about the arithetic mean for the following distribution.,Applying
Explain the selection sort with algorithm sort the following no.,Analysing
Differentiate between lap and wave type of armature windings used in the D.,Analysing
Explain with diagram the operation of an adjustable voltage regulater using IC LM 317.,Remembering
Index 69 division by compound indexing method.,Applying
Draw a front and back for business card layout.,Understanding
Enlist any six types of doors and explain paneled door with neat sketch.,Applying
Discuss briefly different methods of speed control of three phase induction motors with neat diagrams.,Remembering
Explain the role of technology in innovation.,Analysing
Explain fast transpose of sparse matrix with suitable example.,Understanding
Predict FIVE (5) impacts of the crisis towards McDonald's Malaysia if they are not handling the crisis properly.,Analysing
Explain TWO (2) components of art.,Understanding
The Connective tissue connects and supports the entire human body.,Remembering
Write FIVE (5) types of lines.,Remembering
Draw the block diagram and explain components of electric vehicle.,Understanding
What is DMA ?,Remembering
Explain idealized stress strain curve for plastic analysis.,Understanding
Explain the concept of ISO 14000.,Remembering
Derive an equation for finding of angular velocity and angular acceleration of connecting rod by using analytical method.,Analysing
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors.,Understanding
For the Inverting Schmitt trigger shown in fig.,Applying
List down the various sensors used in the Electronic Fuel Injection system.,Remembering
Discuss the advantages and disadvantages of using laccase-based de colorization treatment.,Understanding
Explain with example Forward and Backward Selection method for Subset Selection.,Remembering
Explain FOUR (4) process strategies you have learned.,Understanding
State and explain superposition theorem.,Understanding
Design Phase Shift oscillator using operational amplifier for output frequency of 1KHz.,Applying
"With the aid of a flow chart, briefly describe the steps involved in developing a successful animal breeding programme. ",Understanding
Find the greatest length of a mild steel rod 25 mm X 25 mm which can be used as a compression member with one end fixed and the other endfree to carry a working load of 35 kN.,Applying
Explain the how open traversing surveying work is conducted.,Remembering
Differentiate between Method overloading and Method Overriding.,Analysing
The velocity and discharge for a 1 50 scale model of a spillway are 0.,Analysing
List and explain TWO (2) advantages and THREE (3) disadvantages of economic growth.,Understanding
Explain Carbon cluster.,Understanding
Define lipids and enlist the functions of lipid.,Remembering
Name the THREE types of land application of wastewater.,Remembering
Discuss FOUR (4) reasons why Capital Asset Pricing Model (CAPM) is not the best model to estimate returns.,Understanding
"Justify the choice of supplier. From your choice, determine the optimal order quantity and total annual cost of ordering, purchasing and holding the component. ",Evaluating
Which operators can not be overloaded?,Remembering
What are the objectives of Resource leveling?,Remembering
Briefly explain and draw the structure of dilute foams and concentrated foams.,Understanding
Explain UP Counter and DOWN Counter.,Remembering
"With respect to the data processing cycle of an organisation, explain the ""garbage in, garbage out"". Briefly discuss on the measures to be taken by the companies to avoid âgarbage in"" data input errors. ",Understanding
Explain practical differentiator circuit with neat circuit diagram. What are the limitation of ideal differentiator.,Remembering
Explain in detail state table design method for hardwired control design.,Understanding
State the working and uses of Electronic Total Station.,Understanding
"Using Gauss - Divergence theorem, evaluate :",Applying
Categorize FIVE (5) advantages of multimedia in primary school education.,Understanding
What do you mean by adjacency matrix and adjacency list.,Understanding
State and explain Henrys law and give its applications.,Analysing
How are ends of belts joined?,Remembering
All external walls are of 230 mm thick.,Applying
Explain in details Temperature Control Methods of Furnaces.,Remembering
Distinguish between flat roof and pitched roof.,Analysing
Calculate ABCD constants for three phase 50 Hz transmission line with following line parameters.,Applying
Explain Nano materials used in Batteries and Photovoltaic Cells.,Remembering
Explain the term âlevel scheduling'.,Understanding
Determine slope and deflection for a simply supported beam loaded as shown below.,Applying
Explain significance of back e.,Understanding
What are the applications of Stack.,Understanding
Explain the process of consumer perception and provide ONE (1) example to support your explanation.,Understanding
Design a practical integrator with input signal of 2Vpp and cut off frequency of 2.,Applying
Write short notes on the structure and functions of polysaccharides by giving relevant example.,Understanding
"If the directional derivative of axy byz czxï¦ï½ï«ï«  at (1, 1, 1) has maximum magnitude 4 in a direction of x-axis. Find a, b and c.",Applying
Differentiate between Relation and functions.,Analysing
Define HGL and TEL.,Remembering
Explain the working of functional block diagram of IC 555 Timer.,Remembering
Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample.,Applying
Enlist and explain Component level design steps in detail.,Remembering
Explain the important components of gas chromatography.,Analysing
Use dijkstras algorithm to find the shortest path between A and Z in figure.,Applying
"""Microsatellite tandem repeats are abundant in human promoters and are associated with regulatory activity (Sawaya et al., 2013).â Discuss the statement and support your views with examples. ",Evaluating
Show that average velocity is one half of the maximum velocity for flow of viscous fluid through circular pipe.,Analysing
Find the map of straight line 2xy=  under the transformation 21 21zwzâ=+.,Applying
Explain in  brief process of manufacture of urea from ammonium carbamate with process flow diagram.,Remembering
"Find the directional derivative of 2xyy zï¦ï½ï«  at the point (1, â1, 1) to wards point (2, 1, 2).",Applying
State the following engine  nomenclature with neat sketch.,Remembering
Explain the concept of rotating magnetic field with the help of suitable diagrams.,Remembering
The voltage V(s) in a network given by :,Applying
Compare index sequential file and direct access file.,Analysing
"Apply Eulerâs method to find y(0.1). Given dyxydx= , y(1) =5. Show 5 iterations.",Applying
Explain with suitable example SQL aggretage functions.,Remembering
If 32uxx y =â  find its harmonic conjugate and hence determine F( z) in terms in z.,Applying
What is Retained austenite?,Remembering
Justify if DHT`s supply chain performance is better than PLI.,Evaluating
Explain steps for design of dog legged staircase.,Applying
Draw the ASM chart for a 2 bit Binary counter having one enable line E such that.,Applying
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,Understanding
State the following properties of fourier series.,Remembering
Explain in detail what precaution is necessary to be taken while operating DC Series motor.,Understanding
Calculate correlation coefficient for the given data:,Applying
Show that the following graphs are isomorphic.,Remembering
Draw neat diagram of I -V converter and derive the equation for output voltage.,Remembering
Write short note on internal memory organization of 8051.,Understanding
What are the characteristics of Destructor?,Remembering
A piston filled with 0.,Remembering
Derive the continuity equation with usual notations for three dimensional flow.,Analysing
Draw the power stage diagram of DC motor. Clearly indicate various losses along with respective formulae for the losses.,Remembering
Explain the process of ideas generation.,Understanding
Prestressed concrete is a method for overcoming concrete's natural weakness in tension. Justify the TWO (2) common methods of prestressing.,Evaluating
Describe the Timer modes in 8051 microcontrollers.,Remembering
Explain the various factors affecting corrosion.,Understanding
What are Linear Actuators?,Remembering
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points.,Understanding
Construct heap data structure to sort the following set of no.,Applying
Explain the Gauss Jordan method used for the solution of the linear simultaneous equation.,Remembering
Explain Edge connectivity and Vertex Connectivity with suitable example.,Analysing
Compare DFS and BPS.,Analysing
Explain three (3) lean techniques that work in both the manufacturing and service sector.,Understanding
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s). ",Creating
Explain the factor of safety with respect to shear strength.,Understanding
Explain events of Fetch cycle of MIPS pipeline.,Understanding
Compare IEEE 802.,Remembering
List and explain the reason why the aggregate demand curve is downward slopping.,Understanding
With the help of block diagram explain V oltage & current measurement using 8051.,Remembering
Convert the following expression from Infix to Postfix expression.,Remembering
Explain various stages of combustion in S.,Remembering
Discuss causes and remedial measures of Landslides.,Remembering
Explain on Devices Security and Privacy of IoT cloud.,Remembering
Illustrates causes and remedial measures of landslide.,Remembering
Draw neat circuit diagram and explain voltage follower.,Understanding
State the methods and importance of Record keeping systems.,Remembering
Discuss the main objective of layout design rules.,Understanding
Write a function in C to delete a node in SLL.,Applying
Describe various types of surface grinders with simple sketches.,Remembering
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,Understanding
Draw block diagram of regulated power supply and explain the function of each block?,Analysing
Discuss in detail volcanoes.,Remembering
Is it possible to estimate software size before coding?,Analysing
Define Time Division multiplexing.,Remembering
Explain combination die with schematic sketch.,Remembering
Explain following term related to distributed database system.,Remembering
Distinguish between 'Trench' and 'Pier holes/ Pits' construction excavation.,Analysing
Define fault and explain the significance of fault in Civil Engineering.,Understanding
Draw and explain circuit for generating 15V supply using IC7815.,Understanding
Find the Fourier Transform of a,Applying
"List any FIVE (5) themes identified by Tom Peters and Robert Waterman for âexcellent 
organizations"". ",Remembering
State the limitations of single linked list. Represent following polynomial using linked list.,Remembering
Define soil bioremediation.,Remembering
What is hybrid screening with its advantages.,Remembering
Explain any four IoT network protocols?,Analysing
Draw neat diagram of Op Amp as a Schmitt trigger and explain its working.,Remembering
Write a short note on Ferranti effect.,Understanding
Draw compound curve with its components.,Remembering
Write a python program to create a linked list and perform operations on the list.,Applying
Describe the factors affecting premature building decay.,Understanding
"There are TWO (2) common methods used in the semiconductor industry to fabricate single crystal silicon. With the aid of diagrams, name and explain the methods. ",Understanding
What is meant by hidden surface removal?,Remembering
Explain 3D position trackers.,Remembering
Name the different types of insulators used in power system?,Remembering
Design a phase shift oscillator to oscillate at 200 Hz.,Applying
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K.,Understanding
What is Age Hardening.,Remembering
Explain Additive colour theory and subtractive colour theory.,Remembering
Briefly explain the drawbacks of using deficiency symptoms to determine fertilizer rates.,Understanding
Examine FIVE (5) advantages of using video as instructional materials to primary school students.,Analysing
Differentiate between brass and bronze.,Analysing
A cylindrical compressed air drum is 2 m in diameter with plates 12.,Applying
Explain AM and FM Screening with diagrams.,Remembering
What are the benefits of NOSQL databases.,Remembering
Explain namespace in C++ with example?,Remembering
What are characteristics of Induction motors?,Remembering
Draw and Explain the Task State Segment of 80386.,Remembering
Draw an interfacing diagram and write program for speed control of a stepper motor using 8051.,Applying
Explain the change in conductivity for a metal and an intrinsic semiconductor as temperature increases.,Understanding
Draw and explain the circular linked list.,Remembering
Analyze the beam shown in figure 4 by moment distribution method.,Applying
Construct a singly linked list with its âCâ function to delete a number.,Applying
What is recursion?,Remembering
Define and give significance for the following.,Remembering
Explain chain drive with its different types.,Remembering
Fertilizers A and B are tried respectively on 10 and 8 randomly choosen experimental plots.,Applying
List and explain file types and file access methods.,Remembering
Explain any four extrusion process variables with sketch.,Remembering
Explain with example hash functions.,Remembering
Define federal fund market. Explain in detail its importance to a bank.,Understanding
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended.,Applying
With neat diagram explain working of IC 555 as a Monostable Multivibrator.,Remembering
Explain any two types of Starters used for 3 phase Induction Motor.,Remembering
Discuss the role of skimming and scanning as pre-reading activities.,Understanding
Differentiate between pull and push broaching and mention types of broaches.,Analysing
Explain process of perlite formation from austenite?,Remembering
