Text,Label
Write the different operations performed on lathe machine.,Remembering
What are the limitations of Fourier series.,Understanding
Differentiate friend function with normal function of the class.,Remembering
Explain Preliminary Geological Investigations carried out for Tunneling.,Understanding
Describe a Link List as ADT.,Remembering
Draw block diagram and explain any one application of IC PLL 565 in detail.,Applying
Write program to handle primitive data types in file handling.,Applying
Compare Analog and Digital communication.,Analysing
Explain full wave centre tapped rectifier supplying resistive load with circuit diagram and waveforms.,Understanding
Write and explain SQL function and procedures with sample example.,Remembering
Construct Minimal spanning tree for the following graphs using prims algorithm.,Remembering
Describe the procedure of setting out drainage line.,Understanding
Describe the operation of TTL logic circuit working as NAND gate.,Understanding
Find Laplace Transform of following signal.,Applying
Explain various parts and any two types of faults with neat sketches.,Remembering
Why is CO2 Gas supplied in animals cell culture?,Analysing
State the methods and importance of Record keeping systems.,Remembering
Differentiate between compile time polymorphism and runtime Polymophism.,Remembering
Construct A VL tree for following sequence of keys.,Remembering
Write a note on SQL Lite database.,Remembering
Draw the TCA cycle.,Remembering
Compare frequency modulation with phase modulation.,Analysing
Explain Diffuse reflection and Specular Reflection.,Understanding
Explain resource allocation methods and their significance in manpower planning.,Understanding
Draw & explain the working principle of chain-balanced float type density measurement technique. Enlist other two techniques for density measurement.,Remembering
What is mean by Interface in Java?,Remembering
Using Green’s theorem evaluate  CFdr⋅ where,Applying
What is meant by reactance voltage in case of commutation in DC machine?,Remembering
Explain implementation of process and threads in Linux.,Remembering
Explain following term related to distributed database system.,Remembering
Explain classification of gears along with applications of each type.,Remembering
Explain Risk identification process?,Analysing
Explain about requesting repainting in Java.,Understanding
With suitable diagram explain working of LVDT.,Applying
A boiler house has natural draught chimney of 20 m height.,Applying
Draw & explain the working principle of orifice meter. Derive the equation of actual flow rate from it.,Remembering
What are copper and its alloys?,Remembering
How the following measurement can be done using CRO:,Remembering
A laminar flow is taking place in a pipe of diameter 200 mm.,Applying
What is pressure bulb? Explain its significance and draw a neat sketch of pressure bulb for concentrated point load.,Remembering
Represent the following graph using the adjacency matrix and adjacency list.,Applying
What is solid modeling?,Remembering
State types of quantization.,Remembering
Explain the need of demand paging with advantages.,Remembering
Describe concept of digital multiplexer and Demultiplexer with necessary diagram.,Remembering
"A rectangular column of 240 mm × 150 mm is subjected to a vertical load of 110 kN, acting at an eccentricity of 60 mm in a plane bisecting150 mm side. Determine the maximum and minimum stresses.",Applying
A bolt is subjected to an axial pull of 8kN and a transverse shear force of 3 kN.,Applying
Describe in detail core drilling method of subsurface geological exploration with its significance.,Understanding
What are different types of errors and adjustments in single phase energy meter?,Remembering
Describe the different factors affecting the evaporation operation.,Applying
Explain the three position synthesis of single slider mechanism by using inversion method.,Remembering
Compare TCP and UDP Header with suitable diagram.,Analysing
Describe in detail elements of belt conveyor what are the various merits and applications of belt conveyors?,Remembering
Evaluate following postfix expression with the help of stack.,Applying
What is IT infrastructure and what are the stages and drivers of IT infrastructure evolution?,Remembering
What is navigation and manipulation interfaces in virtual reality system?,Remembering
Explain in brief test driven development.,Analysing
Write structure definition for single Linked list. Differentiate between static memory and dynamic memory allocation.,Remembering
"Using Stoke's theorem, evaluate :",Applying
Compare vapour compression and vapour abortion refrigeration system.,Analysing
How is Lissajous pattern used for frequency measurement?,Applying
What is interface in java?,Remembering
Differentiate between IGBT and MOSFET.,Analysing
Distinguish between squirrel cage and slip ring induction motors.,Analysing
What is recursion?,Remembering
With the help of diagram explain interfacing of ADC 0809 with 8051 microcontrollers.,Remembering
Write a structure for stack using array. Write PUSH and POP function for stack using array.,Applying
Write Methods of Transfer Lines with suitable example.,Remembering
What are the check points in cell cycle?,Remembering
Design wien bridge oscillator using operational amplifier for output frequency of 5KHz.,Applying
Write a short note on C Data types for 8051 microcontroller.,Understanding
Write short note on current boosting regulator.,Understanding
A tacheometer with analytic lens.,Applying
State and explain basic components of ASM chart.,Applying
"Following are the details of Project A and B. Using NPV (i=8%), Comment on the following statements:",Analysing
Write a program in C to toggle all bits of Port 1.,Applying
Nitrobenzene  undergoes electrophilic substitution at meta only.,Remembering
Implement the following Boolean function using PLA.,Applying
Compare Linear V oltage regulators with SMPS.,Analysing
Explain Producer and consumer problem in Classical Synchronization.,Remembering
Differentiate between Microscopy and Macroscopy.,Analysing
Write a python program to insert a new item before the second element in an existing array.,Applying
A 250 V DC Shunt motor takes a current of 6 Ampere and runs at 1200 rpm.,Applying
Derive an expression for digital PID position algorithm and state the limitation of position algorithm.,Applying
Find the maximum flow in the given network.,Remembering
Write the rules for BCD addition and give example.,Remembering
In an I.,Analysing
Derive an equation for finding of angular velocity and angular acceleration of connecting rod by using analytical method.,Analysing
Whta is Backface?,Remembering
Discuss the different file allocation methods with suitable example.,Remembering
Explain working of TOD meter with a suitable diagram.,Understanding
What is template?,Remembering
Apply Stoke ’s theorem to evaluate F cdr  where Fyzi zxj xyk  and S is upper part of sphere 22 21 xyz  above XOY plane.,Applying
Describe the block diagram of programmable IC 8253.,Remembering
Evaluate ˆ.,Evaluating
List out Key features of UDP Protocol.,Remembering
Define the following with examples.,Remembering
What is risk projection?,Remembering
Differentiate between light compaction test and heavy compaction test.,Analysing
List the advantages and disadvantages of FM over AM.,Remembering
Explain idealized stress strain curve for plastic analysis.,Understanding
What are various operations on Graph?,Remembering
Explain the repository features with respect to software configuration management.,Analysing
Define with examples.,Remembering
Explain working principle of Hall Effect Sensors?,Understanding
What are Linear Actuators?,Remembering
Draw a neat sketch of broach and name its different parts.,Remembering
What is fourier series.,Remembering
Draw circuit diagram of general AC bridge and derive the equation for the balanced condition of the bridge.,Understanding
What are the advantages of design patterns?,Remembering
The vapour pressure of aqueous solution of glucose at 373 k is 750 mmHg.,Analysing
Describe the types of vibrators used for compaction of concrete.,Remembering
Describe detection of PPM with block diagram.,Remembering
Calculate the number of degrees of freedom of mechanism as shown in fig.,Applying
"Standard deviation of four numbers 9, 11, 13, 15 is",Applying
Explain sequential file and random access file organization.,Understanding
Explain the following in relation with filters.,Remembering
What is Multiple Inheritance?,Remembering
A simply supported beam of length 2m is supported at its end and a u.,Applying
Explain the concept of minimum fluidization.,Applying
Explain the following number predicates using a suitable example.,Analysing
Explain S-R flip-flop using NOR gates.,Remembering
Explain the QoS parameters in computer network.,Remembering
Write a Java program for class Rectangle to calculate area for Rectangle.,Applying
Explain the project planning activities.,Analysing
Draw and explain the basic building of an ideal microprocessor based system with the help of neat diagram.,Analysing
What are the benefits of NOSQL databases.,Remembering
Explain typical connections of 78XX and 79XX regulators with circuit diagram.,Remembering
Distinguish between squirrel cage and slip ring induction motors.,Analysing
Compare EHV AC and EHVDC transmission systems.,Analysing
Draw neat sketch wet sump lubrication system.,Remembering
"Consider the following page reference string 1, 2, 3, 1, 4, 5, 6, 2, 1, 3, 2,7, 6, 3, 4, 1, 2, 6 Number of page frame =6. Calculate Page fault andHit ratio using LRU page replacement algorthm.",Applying
Discuss the working of a parabola collector with neat sketch.,Remembering
Explain about abstract class in Java with suitable example.,Understanding
What is topological sorting?,Remembering
Describe the RAM and ROM memory organization in 8051 microcontroller.,Remembering
Find the inverse Laplace of given.,Applying
What is queue?,Remembering
Explain in detail the functions of ADCON0 SFR of PIC 18 microcontroller.,Analysing
What is meant by power screw?,Remembering
Write a short note on diazotisation and coupling in azo dyes.,Applying
List out the properties of Continuous time Fourier Transform.,Applying
Prove that expression for laminar flow of fluid.,Analysing
Solve the following set of linear simultaneous equation using the Gauss Jacobi method.,Applying
State Different names of satellites and Write a note on GLONASS (Global Navigation and Surveying System).,Remembering
Draw layout of hydroelectric power plant and explain functions of different components.,Understanding
What are the geological requirement for the foundation of dam?,Remembering
Define the following terms.,Remembering
Draw the logic diagram of full-adder and its truth table.,Remembering
The connecting rod of horizontal engine is 400 mm long between the centers.,Applying
Explain the disadvantages of polynomial representation using an array.,Understanding
Draw V to I converter with grounded load and explain with its output equation.,Understanding
Draw and explain ARM core dataflow model.,Remembering
Explain in detail working of square wave generator with neat circuit diagram.,Remembering
What is modulation?,Remembering
Describe single electron transistor with neat diagram.,Remembering
Describe types of joints and their civil engineering significance.,Remembering
Explain with example:,Remembering
What are the rules for over loading operators.,Remembering
State  the Characteristics of contour lines?,Remembering
A pipeline of length 2km is used for power transmission.,Applying
Write a LISP program to find the factorial of n numbers using recursion concept.,Remembering
Explain SCTP protocol in detail.,Remembering
Explain the strong acid strong base titration with the help of titration curve and indicators.,Analysing
What are the criterias for selection of controllers in Embedded Products?,Remembering
State the applications of CCP module in PIC.,Remembering
Write short note on varnishing.,Understanding
Illustrate Ziegler Nichols close loop tuning method in detail.,Understanding
What is perspective projection?,Remembering
What is runtime polymorphism?,Remembering
An oil of viscosity 0.,Applying
Draw and explain Wein Bridge oscillator.,Understanding
State uses and characteristics of contour lines.,Remembering
State the necessity of starter for 3 phase induction motor.,Remembering
The wood beam is subjected to a load of 12 kN.,Applying
Explain the classification of steel on the basis of carbon content with its applications.,Remembering
Explain low pressure measurement by McLeod gauge.,Remembering
Convert JK flip flop into T and D flip flop.,Applying
Define the following terms with suitable example.,Remembering
Given the Laplace transform of.,Applying
What is Hilbert curve?,Remembering
A 230 V DC shunt motor runs at 800 rpm and takes armature current of 50 A.,Applying
What is virtual function and its use?,Remembering
Write in brief on types of Groundwater.,Remembering
An axial pull of 25 kN along with a shear force of 20 kN is applied to a circular bar of 20 mm diameter.,Applying
What is an exception?,Remembering
Explain in detail with diagram Bezier curve generation using midpoint subdivision method.,Remembering
What is additive manufacturing?,Remembering
What is age hardening?,Remembering
Explain working principle of Induction motor and concept of rotating magnetic field.,Remembering
List down the types of mesh used in screen printing process and explain in brief their advantages and disadvantages.,Remembering
Explain the concept of Graph coloring.,Understanding
Explain the ferrocement technology with its applications.,Remembering
What is risk identification?,Remembering
How are magnetic materials classified based on relative permeability?,Remembering
Explain LED interfacing with 8051 microcontroller.,Remembering
"Solve the one dimensional heat equation 2 2y uktx subject to conditions. i) u is finite .t ii) u (0, t) = 0, iii) u(, t) = 0, iv) u( x, 0) = x – x2  0.x",Applying
Explain Magneto ignition system in details with diagram.,Remembering
How do you inspect quality of material like sand and aggregate on your site?,Applying
The voltage V(s) in a network given by :,Applying
Define indegree and outdegree of a vertex in graph.,Remembering
Explain fiber reinforced composites and particle reinforced composites.,Remembering
Analyse the continuous beam as shown in figure 8 by stiffness method.,Analysing
List various types of OS with their basic functions.,Remembering
Explain swing door with the help of a sketch.,Applying
Give the steps involved in the preparation of Crystal violet.,Remembering
Explain the different probes used for CRO.,Applying
Explain how the wind pattern affects power generation in wind energy systems.,Remembering
What is Plate linearization curve and its requirement in prepress?,Remembering
Explain importance of project Management and how to manage project risk.,Remembering
Explain Low pass filter using op-amp with its frequency response.,Remembering
What is Retained austenite?,Remembering
What are the advantages of digital instruments over analog instruments.,Understanding
What is the use of segment in animation?,Remembering
Explain with neat sketch battery ignition system.,Remembering
What is a container?,Remembering
Explain the below methods in detail.,Analysing
Explain combination die with schematic sketch.,Remembering
Explain the function of bit TF0 in TCON register and write a program in C language to start timer 0.,Applying
Write short note on 12C bus.,Remembering
A homogeneous 700kg bar AB is supported at either end by a cable as shown in figure below.,Applying
"Write C Program to toggle bit P1.5 of port P1, 5000 times.",Applying
A die is tossed 300 times gave the following result.,Applying
"Find out the safe sequence for the execution of the following processes using Banker’s algorithm. Maximum Resources R1=15, R2=8.",Applying
Figure 5 shows a horizontal shaft ABCD fixed to a rigid base at D and subjected to torques.,Applying
A concentrated load of 25 kN acts on the surface of homogeneous soil mass of large extend.,Applying
"With the neat diagram, explain principle of working of thermal bimetal. Give its examples and applications.",Remembering
Estimate boards of 90Dkg in RA1 size for 10000 books in A5 size.,Applying
Write down the advantages and disadvantages of gaseous fuel.,Remembering
Find the trignometric Fourier series for the periodic signal x(t) given below.,Applying
Draw circuit of Op-Amp as V-I converter. Also explain its working.,Remembering
Following table gives the distance in nautical miles of the visible horizon for the given heights in feet above earth.,Applying
Why not to start dc series motor on no load?,Analysing
Explain Powder Bed Fusion process in short.,Remembering
Define String in Java.,Remembering
Explain working of IC 555 as monostable multivibrator.,Understanding
A horizontal girder of steel having uniform section is 14 meters long and is simply supported at its ends.,Applying
Convert the following infix expressions to prefix  expressions using stack data structure.,Applying
"Show that the transformation w = z + 1 z–2i maps the circle | z| = 2 into an ellipse. Find centre, semi-major and semi-minor axes of ellipse",Applying
Explain resource smoothing and leveling.,Remembering
"Find the directional derivative of xy yz xzφ=++  at (1, 1, 1) along line 111 212x yz −−−== .",Applying
Draw and explain the method of plotting TTT diagram and what information is obtained from this diagram?,Applying
Obtain Z-parameters of two-port network for the given network in the Fig. 8.,Applying
What is machine instruction?,Remembering
What is Extrusion?,Remembering
Define concrete mix design and state objectives in mix design?,Remembering
Discuss “Taylor’s Stability Number” for stability analysis of finite slope.,Remembering
What is interpolation?,Remembering
What are inline functions?,Remembering
Derive the expression for torque developed in a three phase induction motor under running conditions.,Analysing
"Evaluate  CFdr⋅ for 2 ˆ ˆˆ F 2 xi xyj z k =+ +  along the curve C  x = t, y = t2, z = t3 from t = 0 to t = 1.",Applying
Find the first four moments about the arithetic mean for the following distribution.,Applying
Explain Geometrical Hardening and Geometrical Softening phenomenon.,Understanding
Define exception.,Remembering
Write in brief advantages and disadvantages of wind energy.,Understanding
What are the steps in handling page fault?,Remembering
Differentiate between compound die and progressive die.,Analysing
Design a spring for a balance to measure 0 to 1000 N over a scale of length 80 mm.,Applying
In certain city 4000 tube lights are installed.,Applying
The width of belts is 15 cm and maximum tension per cm width is not to be exceeded 140 N.,Applying
Draw the detailed block diagram of SMPS and explain its operation.,Understanding
Distinguish between gathering and in setting process.,Analysing
Differentiate between active and passive filter.,Analysing
Two examiners A and B award marks to seven students as follows: Roll No. : R1R2R3R4R5R6R7 Marks (A) : 40 44 28 30 44 36 30 Marks (B) : 32 39 26 30 28 34 28 Find the coefficient of correlation.,Applying
State the uses of the final keyword in Java?,Remembering
How many different ways are there to choose a dozen donuts varieties from 21 varieties at a donut shop?,Applying
Show that the maximum number of edges in a simple graph with n vertices is n.,Analysing
What is earthquake?,Remembering
Derive output voltage equation for three op-amps. Instrumentation amplifier. Draw neat circuit diagram.,Analysing
Compare BCNF and 3NF.,Analysing
Analyse the frame shown in figure 4 by slope deflection method. Assume uniform flexural rigidity.,Applying
Explain the following terms with its type.,Remembering
Derive the condition for maximum torque under running of 3 phase induction motors with usual notations.,Analysing
Compare Up milling and Down milling operations with sketch.,Analysing
Give the postfix and prefix expression   // ab c x y z ,Applying
Explain photolysis of water molecules using coordination catalysis.,Analysing
Draw and discuss the bimetallic thermometer.,Understanding
Define formwork.,Remembering
Draw 3 bit asynchronous up counter using JK flip flops and explain its operation using output waveforms.,Remembering
Construct B tree of order 5 for the following data.,Applying
Explain with neat sketch different modes of slope failure.,Remembering
What do you mean by normalization?,Remembering
Describe the factors to be considered while selecting hydro power plant.,Remembering
Explain the terms adjacency matrix and incidence matrix.,Remembering
Write short note on index cutting process.,Remembering
Draw general block diagram of digital multimeter and explain its working.,Understanding
With  suitable program segments describe the usage of ‘Super’ Keyword,Remembering
What is File?,Remembering
Distinguish between synchronous and asynchronous serial communication.,Remembering
Show that the vector field F = (8xy + z4) i (4x2 – 2) j + (4xz3 – y) kis irrotational. Find scalar potential function .,Applying
What are the various data operands on which instruction operates?,Remembering
What is meant by system calls in operating system?,Remembering
Derive general expression for torque in a three phase induction motor and hence obtain condition for maximum torque.,Analysing
Explain in brief about the modification in squirrel cage motor with deep bar rotor construction and state the advantages of this modifiedconstruction.,Remembering
Explain V oltage Controlled Oscillator 566 and write its applications.,Remembering
Explain concept of Interface and implementation in detail with example.,Understanding
Draw interfacing diagram of a stepper motor with 8051 and write program to rotate stepper motor 360 Degree in anticlockwise direction with stepangle of 1.8 degree.,Applying
What is meant by Precipitation Titration?,Remembering
How do you find the area under a normal curve?,Applying
Explain the types of shift register.,Remembering
Write a short note on Ocean thermal energy conversion.,Remembering
Show that 22ˆ.,Evaluating
Write program to handle primitive data types in file handling.,Applying
What are Electroactive Polymers?,Remembering
What is meant by back emf in DC motor? State the equation of back emf. Also explain how back emf acts as a regulating mechanism whenload on DC motor changes.,Remembering
State and explain rules of inference.,Remembering
Explain nine requirements of Good Lighting Scheme.,Remembering
State and explain the physical significance for following properties for CT signals.,Understanding
Write short note on folding to print style.,Remembering
What is a threaded binary tree?,Remembering
Find the transmission parameters of the network shown in Fig.,Applying
Analyse the continuous beam ABC as shown in figure below using three moment theorem.,Analysing
What is mean by carburation and explain simple carburetor with neat sketch?,Remembering
"With the neat diagram, explain the working operation of 4-bit SISO.",Remembering
Differentiate between Symmetric and Asymmetric Key Cryptography.,Analysing
Describe any two software size estimation techniques.,Remembering
Explain Selection sort in ascending order using the following array.,Applying
Derive the following expression with usual notations for loss of head in pipes due to sudden enlargement.,Analysing
Distinguish between embossing and debossing process.,Analysing
Explain the following Signals.,Understanding
Find the values of the following using modular arithmetic.,Applying
Give types of evaporators and write on Calendria type evaporator with neat sketch.,Remembering
Explain Architecture of parallel databases.,Remembering
Explain any 3 Welding defects along with remedies.,Remembering
Explain array implementation of priority queue with all basic operation.,Applying
Draw the block diagram of PLL and explain each block in detail.,Remembering
Explain ferromagnetic and ferrimagnetic material and their  application.,Understanding
Explain Titration curve for 0.,Remembering
Describe different types of seismic waves in detail.,Remembering
Derive an expression for LMTD  for parallel flow heat exchanger with neat sketch.,Analysing
The water surface levels of two reservoirs differ by 12 m.,Applying
Define Biot and Fourier numbers with their physical significance?,Remembering
Explain Subnetting and Supernetting with example.,Remembering
Explain in brief procedure of setting out of a building on ground.,Understanding
Enlist the intermediates of glycolysis.,Remembering
Differentiate between the PIC microcontroller and the ARM processor.,Analysing
Derive blending function of Bezier curve.,Remembering
What is light weight concrete? How it can be achieved in practice?,Remembering
Explain Plugging of DC motor.,Remembering
Classify logic families.,Analysing
Define the different categories of risks?,Remembering
Explain instruction pipelining in detail.,Understanding
Explain different types of microbial interactions in environment with examples.,Analysing
Explain segment descriptor.,Understanding
Two large parallel plates with emissivities 0.,Applying
Explain in brief condensation polymerization and Addition polymerization.,Analysing
Explain grid connected renewable systems and their requirements.,Understanding
Explain steps for design of dog legged staircase.,Applying
For the circuit diagram as shown in the Fig.,Applying
Explain the following functions with suitable examples.,Analysing
State the importance of allowances for pattern making.,Remembering
Explain file functions for text file and binary file operations.,Remembering
Explain the term dimensional homogeneous equation?,Understanding
What is tree structured directory?,Remembering
Explain the FDI in Infrastructure.,Remembering
What is a file mode?,Remembering
What are materials used for artificial muscles?,Remembering
Give the specifications and applications of SCR.,Remembering
Define Queue.,Understanding
Draw an interfacing diagram of stepper motor with 8051.,Applying
What is the function of electrolyte in ECM?,Remembering
Discuss any 2 of the following in detail.,Remembering
Explain the phenomenon of Boundary Layer Separation and Methods to control to it.,Analysing
Explain any four applications of RFID?,Analysing
What is COCOMO II?,Remembering
Explain the classification based on their physical characteristics.,Remembering
Find the Laplace Transform of the signal drawn below Find ROC.,Applying
What is Brushless DC motor?,Remembering
Define Usability.,Remembering
Explain effective modular design with neat diagram.,Analysing
Explain Pre-emptive shortest Job First scheduling algorithm in detail.,Remembering
For the configuration shown in the following fig.,Applying
Explain the importnce accessories of jig and fixture.,Remembering
Explain tunneling conditions in Deccan trap region.,Remembering
Draw and explain the block diagram of digital control system.,Understanding
In a normal distribution 31% of the items are under 45 and 8% are above 64. Find the mean and standard deviation of the distribution. Take Area (0 < z <1.4) = 0.42 and Area (0 < z < 0.5) = 0.19 where z is the standard normal variate.,Applying
Give classification of steels on the basis of composition.,Remembering
Defind the term Graph. With the help of suitable example explain adjacency matrix representation and adjacency list representation of a graph.,Remembering
Show that the vector field.,Evaluating
Implement Digital clock by using counter ICs.,Applying
Discuss the desired characteristics of control valves.,Remembering
Explain class template using multiple parameters?,Applying
Explain working of single phase half wave rectifier with RL load.,Remembering
Calculate the heat of formation of ethane gas at 298.,Applying
List out various starters used for three phase induction motor and explain DOL starter in detail.,Remembering
Design a phase shift oscillator to oscillate at 200 Hz.,Applying
What is DRAM?,Remembering
Enlist the factors influencing concrete mix design and explain any one of them.,Understanding
Enlist different names of satellite and state features of any two of them.,Remembering
Define Serializability.,Remembering
What is PAL?,Remembering
A string is stretched and fastened to two points L apart.,Applying
What is ROM?,Remembering
Explain on delete cascade command with suitable example.,Remembering
Describe in brief market and sales for urea in India and in manufacture of industrial chemicals_______.,Remembering
Give the classification of residential building explain any two type in brief.,Remembering
Explain layout of a typical substation with suitable diagram and list down main components of the same.,Remembering
Draw the block diagram of op-amp and explain in detail.,Remembering
Explain class template & function template with example.,Remembering
Differentiate between particulate fluidization and aggregative fluidization.,Applying
What is the need of hidden surface algorithm?,Remembering
Define pyrolysis and cracking in petroleum refining process.,Applying
State advantages and disadvantages of LFP Battery.,Remembering
Where are semiconductors used?,Remembering
G .,Evaluating
What is wheatstone bridge sensitivity?,Remembering
Explain properties of insulating materials which are used in line insulator.,Understanding
Discuss the errors in wheatstone bridge along with limitations.,Remembering
Differentiate between closed cycle gas turbine and open cycle gas turbine.,Analysing
Water at 15ºC flow between two large parallel plates at a distance of 1.,Applying
State functions and applications of turbine and pump.,Remembering
Explain DOE method of concrete mix design.,Remembering
A steel rod 6m long and 30 mm diameter is used as a column. One end is fixed and other is free. Determine the crippling load by Euler’s formula.Take E = 200 GPa.,Applying
What is the advantage of open collector output?,Remembering
With suitable diagram explain polarity test on transformer.,Understanding
What is conformational isomerism?,Remembering
Describe the flux materials used in TIG welding?,Remembering
Random sample of 400 men and 600 women were asked whether they would have a school near their residence 200 men and 325 womenwere in favour of proposal.,Applying
Define about class and object in Java?,Remembering
What are the geological requirements for the foundation of Bridge?,Remembering
Explain and compare diffuse and specular reflection.,Applying
Explain different types of Learning Models in Machine Learning.,Remembering
Classify logic families.,Understanding
Describe Micro motion study.,Remembering
List and Explain any one Architecture of Parallel databases with neat diagram.,Analysing
Explain lead wire temperature compensation technique.,Remembering
Explain rotor resistance starter used for slipring induction motor with suitable diagram.,Understanding
Explain the construction and working of three phase Synchronous motor?,Remembering
"Solve the differential equation 2 2() ()32 ( ) 4t dx t d x txtedt dt  , where x (0–) = 1, 1(0 ) 1x.",Applying
Describe in brief general polymerization process.,Understanding
Draw the acceleration polygon and find the linear acceleration of slider D and angular acceleration of link of slotted OC.,Analysing
Find coefficient of correlation from given data.,Applying
State and explain Initial value theorem and final value theorem.,Remembering
"Find the directional derivative of  = x2 – y2 – 2z2 at the point p(2,–1,3), in the direction PQ where Q is (5,6,4).",Applying
What do you mean by concrete mix design? What are the objectives in mix design?,Remembering
What is exception handling?,Remembering
The cutter of a broaching machine is pulled by square threaded screw of 55 mm external diameter and 10 mm pitch.,Applying
Derive the torque equation of DC motor with usual notations.,Analysing
Write difference between throw and throws.,Remembering
Explain Linux processes and Thread management.,Remembering
Describe the elements of machine instructions.,Remembering
What is replication fork?,Remembering
Draw and explain frequency response characteristics of ideal and practical low pass filter.,Understanding
What is glycolipid?,Remembering
Explain Nucleonic method for level measurement with suitable diagram.,Applying
Write a short note on Geothermal energy.,Remembering
Give detail classification of measuring instruments.,Remembering
Diameter of brake drum of single block brake shown in fig is 1 m.,Applying
Explain the use of for loop with syntax and suitable programming example in Java.,Understanding
Explain level measurement by mechanical method.,Applying
Explain traversal operations in a singly linked list.,Remembering
State the different applications of contour lines.,Understanding
Write down the steps to program ADC 0809.,Understanding
Summarize different access controls in Java.,Remembering
A series of five one day matches is to be played between India and Sri Lanka.,Applying
Describe the Timer modes in 8051 microcontrollers.,Remembering
Explain spray painting robots and its advantages.,Remembering
Give the property of line insulator and explain anyone.,Remembering
List the different architectural styles.,Remembering
Evaluate the integral using the trapezoidal rule.,Applying
Draw and explain the Task State Segment of 80386.,Analysing
What are the advantages and disadvantages of Abstract Data Type?,Analysing
A circular bar 50 mm diameter carries an axial tensile load of 200kN.,Applying
"A ‘T’ beam, subjected to shear force of 200 kN. The flange is 200 mm × 30 mm and the web is 30 mm thick and 180 mm deep. Drawshear stress distribution diagram.",Applying
Explain winding number method.,Understanding
What is Biomass?,Remembering
Calculate the diameter of the shaft used in agitation system.,Applying
Draw and explain interfacing of LED in common anode and common cathode configurations.,Applying
"Using IC 741 op-amp with supply voltage of ±15V design an inverting schmitt trigger circuit to have VUTP = +3V , VLTP = –3V .",Applying
Discuss the time complexity of removing an item from priority queue if sequential memory organization is used.,Analysing
Define and write down importance of polymers in various industries.,Remembering
The rolling contact ball bearing are to be selected to support the overhung countershaft.,Applying
Analyze the beam shown in figure 4 by moment distribution method.,Applying
A Kaplan turbine working under a head of 24 m develops 12000 kW shaft power.,Applying
Define term electric potential.,Understanding
Explain pulse code modulation and write Differentiate between pulse analog modulation and pulse digital modulation.,Understanding
What is back emf in DC motor? State its significance?,Remembering
Write short note on “The Ostrich algorithm”.,Remembering
Explain the memory write cycle with help of suitable timing diagram.,Analysing
Explain any three errors in induction type energy meter in detail.,Analysing
Explain in detail the working of wheatstone bridge with equations.,Analysing
Consider the following processes arrival time and burst time as shown below in table. Calculate average waiting time and average turn aroundtime if Quantum time is 2. Use Round Robin Algorithm. Draw GANTTchart.,Applying
Write a short note on concept of PLA and PAL.,Understanding
Give any 2 applications of springs and any 2 material required for manufacturing of springs.,Remembering
List and explain operating system design issues.,Understanding
A 0.,Applying
For the mechanism as shown in fig.,Applying
What are stream classes and their use?,Remembering
Explain submerged arc welding process with neat sketch.,Remembering
Differentiate between horizontal axis and vertical axis wind turbine.,Analysing
Write a program to generate square wave of 50Hz frequency with 50% duty cycle on pin 2.3. Assume XTAL=11.0592 MHz & use timer 0 inmode l.,Applying
Explain the following terms.,Remembering
State various obstacles in setting out curves.,Remembering
Explain the types of shift register.,Remembering
Write an algorithm of B tree deletion.,Remembering
Interface DAC 0808 with 8051 Microcontroller.,Applying
What is Precipitation titration?,Remembering
What do you mean by Earned Value Analysis?,Remembering
The open loop transfer function of a unity feedback control system is given by.,Remembering
Find the Laplace transform of the function.,Analysing
Draw the circuit diagram & explain the speed control of DC shunt motor by armature voltage control also draw the nature of graph (Armaturevoltage Vs. speed).,Remembering
Find lines of regression for the following data.,Applying
Explain rate method for control of corrosion.,Analysing
List the different psychrometric processes and show them on the hand drawn psychrometric chart.,Understanding
An unbaised coin is thrown 10 times.,Applying
Draw the block diagram of Op Amp and explain in detail.,Understanding
State and prove time shifting and integration property of Laplace Transform.,Analysing
Write short note Principal Component Analysis.,Remembering
How is coastline measured?,Remembering
Explain Different type of join with suitable example.,Remembering
Draw circuit diagram of precision full wave rectifier with showing input and output waveform.,Applying
Write note on High and low temperature materials with example.,Remembering
What are the different types of dc motors based on the connection of field and armature winding?,Remembering
Determine the complex exponential Fourier Series for periodic Rectangular pulse train shown below.,Applying
Explain objectives of cladding.,Understanding
Explain the concept of rotating magnetic field with the help of suitable diagrams.,Remembering
What is Low pass filter?,Remembering
Explain Velocity Image Principle with neat sketch.,Remembering
Write a short note on Level Shifter circuits.,Understanding
Explain deletion of segment with suitable example.,Analysing
Explain the RISC and CISC characteristics.,Remembering
What is feature based modeling?,Remembering
Explain the types of Capital.,Remembering
What is stream?,Remembering
What are materials used additive manufacturing?,Remembering
It is propose to construct a public health center with following details.,Applying
Draw and explain the circuit diagram of CMOS inverter.,Analysing
Explain velocity distribution in open channel flow.,Understanding
Explain working of IC 555 as astable multivibrator.,Understanding
Explain conditioning in packaging.,Remembering
What is RAM?,Remembering
A DC Shunt motor develops output power of 7355 watt and runs at 700 rpm. It is connected across 400 volt DC supply and draws a current of23 Ampere. The mechanical and iron losses are 735.5 Watt.,Applying
Draw neat microstructures of the following.,Applying
Explain LRU page replacement algorithm in detail.,Remembering
Write a description about the following String methods in Java with suitable example.,Understanding
Describe with neat diagram molecular machines.,Understanding
